locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCPCFBLM_05456	CDS	1317	proP_3			Proline/betaine transporter
BCPCFBLM_05457	CDS	1395	aam_2	3.5.1.13	COG0154	Acylamidase
BCPCFBLM_05458	CDS	621	dapH_3	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
BCPCFBLM_05459	CDS	903	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BCPCFBLM_05460	CDS	639	cat	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
BCPCFBLM_05461	CDS	780	toxR			Exotoxin A regulatory protein
BCPCFBLM_05462	CDS	855	gltR_4		COG0583	HTH-type transcriptional regulator GltR
BCPCFBLM_05463	CDS	297	lsrG_2	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
BCPCFBLM_05464	CDS	396	gloA_3	4.4.1.5	COG0346	Lactoylglutathione lyase
BCPCFBLM_05465	CDS	507				hypothetical protein
BCPCFBLM_05466	CDS	258				hypothetical protein
BCPCFBLM_05467	CDS	294				hypothetical protein
BCPCFBLM_05468	CDS	477				hypothetical protein
BCPCFBLM_05469	CDS	684				hypothetical protein
BCPCFBLM_05470	CDS	735				hypothetical protein
BCPCFBLM_05471	CDS	828				hypothetical protein
BCPCFBLM_05472	CDS	699				hypothetical protein
BCPCFBLM_05473	CDS	201				hypothetical protein
BCPCFBLM_05474	CDS	216				hypothetical protein
BCPCFBLM_05475	CDS	669				hypothetical protein
BCPCFBLM_05476	CDS	645				hypothetical protein
BCPCFBLM_05477	CDS	438				hypothetical protein
BCPCFBLM_05478	CDS	1872	exaA	1.1.2.8	COG4993	Quinoprotein alcohol dehydrogenase (cytochrome c)
BCPCFBLM_05479	CDS	648	pipB2		COG1357	Secreted effector protein PipB2
BCPCFBLM_05480	CDS	678	exaE			Transcriptional activator protein ExaE
BCPCFBLM_05481	CDS	651	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
BCPCFBLM_05482	CDS	141				hypothetical protein
BCPCFBLM_05483	CDS	666	degU_4		COG2197	Transcriptional regulatory protein DegU
BCPCFBLM_05484	CDS	864				hypothetical protein
BCPCFBLM_05485	CDS	2607	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
BCPCFBLM_05486	CDS	1164				hypothetical protein
BCPCFBLM_05487	CDS	1200				hypothetical protein
BCPCFBLM_05488	CDS	2286				hypothetical protein
BCPCFBLM_05489	CDS	1704	eptA_2	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
BCPCFBLM_05490	CDS	1314	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
BCPCFBLM_05491	CDS	240				hypothetical protein
BCPCFBLM_05492	CDS	348				hypothetical protein
BCPCFBLM_05493	CDS	234				hypothetical protein
BCPCFBLM_05494	CDS	501				hypothetical protein
BCPCFBLM_05495	CDS	372	hpcD_2	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
BCPCFBLM_05496	CDS	336				hypothetical protein
BCPCFBLM_05497	CDS	1566	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
BCPCFBLM_05498	CDS	267				hypothetical protein
BCPCFBLM_05499	CDS	609	azoR1_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
BCPCFBLM_05500	CDS	936	dmlR_20			HTH-type transcriptional regulator DmlR
BCPCFBLM_05501	CDS	684				hypothetical protein
BCPCFBLM_05502	CDS	834	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
BCPCFBLM_05503	CDS	576	pnuC		COG3201	Nicotinamide riboside transporter PnuC
BCPCFBLM_05504	CDS	528				hypothetical protein
BCPCFBLM_05505	CDS	492				hypothetical protein
BCPCFBLM_05506	CDS	570				hypothetical protein
BCPCFBLM_05507	CDS	1023				hypothetical protein
BCPCFBLM_05508	CDS	681				hypothetical protein
BCPCFBLM_05509	CDS	753				hypothetical protein
BCPCFBLM_05510	CDS	1266				hypothetical protein
BCPCFBLM_05511	CDS	927	rbsK	2.7.1.15	COG0524	Ribokinase
BCPCFBLM_05512	CDS	1014	rbsR		COG1609	Ribose operon repressor
BCPCFBLM_05513	CDS	999	rbsC		COG1172	Ribose import permease protein RbsC
BCPCFBLM_05514	CDS	1533	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
BCPCFBLM_05515	CDS	960	rbsB		COG1879	Ribose import binding protein RbsB
BCPCFBLM_05516	CDS	1329	zraR_4		COG2204	Transcriptional regulatory protein ZraR
BCPCFBLM_05517	CDS	1488				hypothetical protein
BCPCFBLM_05518	CDS	1098				hypothetical protein
BCPCFBLM_05519	CDS	135				hypothetical protein
BCPCFBLM_05520	CDS	1896				hypothetical protein
BCPCFBLM_05521	CDS	1140				hypothetical protein
BCPCFBLM_05522	CDS	3261				hypothetical protein
BCPCFBLM_05523	CDS	711				hypothetical protein
BCPCFBLM_05524	CDS	381				hypothetical protein
BCPCFBLM_05525	CDS	2205	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
BCPCFBLM_05526	CDS	990	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
BCPCFBLM_05527	CDS	513	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
BCPCFBLM_05528	CDS	1296	bdlA_2		COG0840	Biofilm dispersion protein BdlA
BCPCFBLM_05529	CDS	297				hypothetical protein
BCPCFBLM_05530	CDS	624	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
BCPCFBLM_05531	CDS	2301	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
BCPCFBLM_05532	CDS	2280				hypothetical protein
BCPCFBLM_05533	CDS	327				hypothetical protein
BCPCFBLM_05534	CDS	477				hypothetical protein
BCPCFBLM_05535	tRNA	90				tRNA-Ser(act)
BCPCFBLM_05536	CDS	1962	cirA		COG4771	Colicin I receptor
BCPCFBLM_05537	CDS	810	tam_7	2.1.1.144		Trans-aconitate 2-methyltransferase
BCPCFBLM_05538	CDS	2028	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
BCPCFBLM_05539	CDS	147				hypothetical protein
BCPCFBLM_05540	CDS	699				hypothetical protein
BCPCFBLM_05541	CDS	1401	puuB_10	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BCPCFBLM_05542	CDS	348				hypothetical protein
BCPCFBLM_05543	CDS	1233				hypothetical protein
BCPCFBLM_05544	CDS	1548				hypothetical protein
BCPCFBLM_05545	CDS	192				hypothetical protein
BCPCFBLM_05546	CDS	1227				hypothetical protein
BCPCFBLM_05547	CDS	681				hypothetical protein
BCPCFBLM_05548	CDS	507	fecI_10		COG1595	putative RNA polymerase sigma factor FecI
BCPCFBLM_05549	CDS	951	fecR_7		COG3712	Protein FecR
BCPCFBLM_05550	CDS	2415	fcuA			Ferrichrome receptor FcuA
BCPCFBLM_05551	CDS	1152				hypothetical protein
BCPCFBLM_05552	CDS	189				hypothetical protein
BCPCFBLM_05553	CDS	1212	yfcJ			putative MFS-type transporter YfcJ
BCPCFBLM_05554	CDS	1641				hypothetical protein
BCPCFBLM_05555	CDS	537				hypothetical protein
BCPCFBLM_05556	CDS	939	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
BCPCFBLM_05557	CDS	747	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
BCPCFBLM_05558	CDS	705				hypothetical protein
BCPCFBLM_05559	tRNA	85				tRNA-Tyr(gta)
BCPCFBLM_05560	tRNA	74				tRNA-Gly(tcc)
BCPCFBLM_05561	tRNA	76				tRNA-Thr(ggt)
BCPCFBLM_05562	CDS	1194	tufA_1		COG0050	Elongation factor Tu
BCPCFBLM_05563	tRNA	76				tRNA-Trp(cca)
BCPCFBLM_05564	CDS	378				hypothetical protein
BCPCFBLM_05565	CDS	480	nusG		COG0250	Transcription termination/antitermination protein NusG
BCPCFBLM_05566	CDS	432	rplK		COG0080	50S ribosomal protein L11
BCPCFBLM_05567	CDS	696	rplA		COG0081	50S ribosomal protein L1
BCPCFBLM_05568	CDS	501	rplJ		COG0244	50S ribosomal protein L10
BCPCFBLM_05569	CDS	369	rplL			50S ribosomal protein L7/L12
BCPCFBLM_05570	CDS	4074	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
BCPCFBLM_05571	CDS	4200	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
BCPCFBLM_05572	CDS	372	rpsL		COG0048	30S ribosomal protein S12
BCPCFBLM_05573	CDS	471	rpsG		COG0049	30S ribosomal protein S7
BCPCFBLM_05574	CDS	2121	fusA		COG0480	Elongation factor G 1
BCPCFBLM_05575	CDS	1194	tufA_2		COG0050	Elongation factor Tu
BCPCFBLM_05576	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
BCPCFBLM_05577	CDS	636	rplC		COG0087	50S ribosomal protein L3
BCPCFBLM_05578	CDS	603	rplD		COG0088	50S ribosomal protein L4
BCPCFBLM_05579	CDS	300	rplW		COG0089	50S ribosomal protein L23
BCPCFBLM_05580	CDS	822	rplB		COG0090	50S ribosomal protein L2
BCPCFBLM_05581	CDS	276	rpsS		COG0185	30S ribosomal protein S19
BCPCFBLM_05582	CDS	333	rplV		COG0091	50S ribosomal protein L22
BCPCFBLM_05583	CDS	687	rpsC		COG0092	30S ribosomal protein S3
BCPCFBLM_05584	CDS	414	rplP		COG0197	50S ribosomal protein L16
BCPCFBLM_05585	CDS	192	rpmC		COG0255	50S ribosomal protein L29
BCPCFBLM_05586	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
BCPCFBLM_05587	CDS	369	rplN		COG0093	50S ribosomal protein L14
BCPCFBLM_05588	CDS	315	rplX		COG0198	50S ribosomal protein L24
BCPCFBLM_05589	CDS	540	rplE		COG0094	50S ribosomal protein L5
BCPCFBLM_05590	CDS	306	rpsN		COG0199	30S ribosomal protein S14
BCPCFBLM_05591	CDS	393	rpsH		COG0096	30S ribosomal protein S8
BCPCFBLM_05592	CDS	534	rplF		COG0097	50S ribosomal protein L6
BCPCFBLM_05593	CDS	351	rplR		COG0256	50S ribosomal protein L18
BCPCFBLM_05594	CDS	501	rpsE		COG0098	30S ribosomal protein S5
BCPCFBLM_05595	CDS	177	rpmD		COG1841	50S ribosomal protein L30
BCPCFBLM_05596	CDS	435	rplO		COG0200	50S ribosomal protein L15
BCPCFBLM_05597	CDS	1329	secY		COG0201	Protein translocase subunit SecY
BCPCFBLM_05598	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
BCPCFBLM_05599	CDS	357	rpsM		COG0099	30S ribosomal protein S13
BCPCFBLM_05600	CDS	390	rpsK		COG0100	30S ribosomal protein S11
BCPCFBLM_05601	CDS	621	rpsD		COG0522	30S ribosomal protein S4
BCPCFBLM_05602	CDS	1002	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
BCPCFBLM_05603	CDS	390	rplQ		COG0203	50S ribosomal protein L17
BCPCFBLM_05604	CDS	1449	katA	1.11.1.6	COG0753	Catalase
BCPCFBLM_05605	CDS	465	bfr_2	1.16.3.1	COG2193	Bacterioferritin
BCPCFBLM_05606	CDS	2838	uvrA		COG0178	UvrABC system protein A
BCPCFBLM_05607	CDS	1389	yajR		COG0477	Inner membrane transport protein YajR
BCPCFBLM_05608	CDS	498	ssb		COG0629	Single-stranded DNA-binding protein
BCPCFBLM_05609	CDS	1431	pchA_2	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
BCPCFBLM_05610	CDS	306	pchB	4.2.99.21	COG1605	Isochorismate pyruvate lyase
BCPCFBLM_05611	CDS	756	pikAV	3.1.2.-		Thioesterase PikA5
BCPCFBLM_05612	CDS	1644	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
BCPCFBLM_05613	CDS	891	pchR		COG2207	Regulatory protein PchR
BCPCFBLM_05614	CDS	4317	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
BCPCFBLM_05615	CDS	5430	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
BCPCFBLM_05616	CDS	1050				hypothetical protein
BCPCFBLM_05617	CDS	1713	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
BCPCFBLM_05618	CDS	1725	irtB	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
BCPCFBLM_05619	CDS	2163	fptA		COG4773	Fe(3+)-pyochelin receptor
BCPCFBLM_05620	CDS	282				hypothetical protein
BCPCFBLM_05621	CDS	1506				hypothetical protein
BCPCFBLM_05622	CDS	1245				hypothetical protein
BCPCFBLM_05623	CDS	1209	phzS	1.14.13.218	COG0654	5-methylphenazine-1-carboxylate 1-monooxygenase
BCPCFBLM_05624	CDS	732				hypothetical protein
BCPCFBLM_05625	CDS	435				hypothetical protein
BCPCFBLM_05626	CDS	1293				hypothetical protein
BCPCFBLM_05627	CDS	285				hypothetical protein
BCPCFBLM_05628	CDS	546				hypothetical protein
BCPCFBLM_05629	CDS	264				hypothetical protein
BCPCFBLM_05630	CDS	234				hypothetical protein
BCPCFBLM_05631	CDS	1941	vgrG1_4	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
BCPCFBLM_05632	CDS	2709	clpV1_3		COG0542	Protein ClpV1
BCPCFBLM_05633	CDS	1047				hypothetical protein
BCPCFBLM_05634	CDS	1860				hypothetical protein
BCPCFBLM_05635	CDS	510				hypothetical protein
BCPCFBLM_05636	CDS	786				hypothetical protein
BCPCFBLM_05637	CDS	489	hcp1_2		COG3157	Protein hcp1
BCPCFBLM_05638	CDS	1497				hypothetical protein
BCPCFBLM_05639	CDS	519				hypothetical protein
BCPCFBLM_05640	CDS	1035				hypothetical protein
BCPCFBLM_05641	CDS	1500				hypothetical protein
BCPCFBLM_05642	CDS	465				hypothetical protein
BCPCFBLM_05643	CDS	1335				hypothetical protein
BCPCFBLM_05644	CDS	1350				hypothetical protein
BCPCFBLM_05645	CDS	3540				hypothetical protein
BCPCFBLM_05646	CDS	681				hypothetical protein
BCPCFBLM_05647	CDS	729	prpC_3	3.1.3.16	COG0631	Protein phosphatase PrpC
BCPCFBLM_05648	CDS	3099	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
BCPCFBLM_05649	CDS	720	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
BCPCFBLM_05650	CDS	1200				hypothetical protein
BCPCFBLM_05651	CDS	1713				hypothetical protein
BCPCFBLM_05652	CDS	915				hypothetical protein
BCPCFBLM_05653	CDS	1059				hypothetical protein
BCPCFBLM_05654	CDS	276				hypothetical protein
BCPCFBLM_05655	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
BCPCFBLM_05656	CDS	543	yrdA_2		COG0663	Protein YrdA
BCPCFBLM_05657	CDS	666		3.1.3.5	COG0546	5'-nucleotidase
BCPCFBLM_05658	CDS	984				hypothetical protein
BCPCFBLM_05659	CDS	1128				hypothetical protein
BCPCFBLM_05660	CDS	417				hypothetical protein
BCPCFBLM_05661	CDS	438				hypothetical protein
BCPCFBLM_05662	CDS	234				hypothetical protein
BCPCFBLM_05663	CDS	426	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
BCPCFBLM_05664	CDS	705				hypothetical protein
BCPCFBLM_05665	CDS	888				hypothetical protein
BCPCFBLM_05666	CDS	921	dmlR_21			HTH-type transcriptional regulator DmlR
BCPCFBLM_05667	CDS	507				hypothetical protein
BCPCFBLM_05668	CDS	549	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
BCPCFBLM_05669	CDS	429				hypothetical protein
BCPCFBLM_05670	CDS	1833	asnO_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
BCPCFBLM_05671	CDS	138				hypothetical protein
BCPCFBLM_05672	CDS	141				hypothetical protein
BCPCFBLM_05673	CDS	1662				putative protein
BCPCFBLM_05674	CDS	384				hypothetical protein
BCPCFBLM_05675	CDS	666			COG4380	Putative lipoprotein/NMB1162
BCPCFBLM_05676	CDS	354				hypothetical protein
BCPCFBLM_05677	CDS	687			COG1462	Putative lipoprotein/NMB1164
BCPCFBLM_05678	CDS	1374				hypothetical protein
BCPCFBLM_05679	CDS	1254				hypothetical protein
BCPCFBLM_05680	CDS	396				hypothetical protein
BCPCFBLM_05681	CDS	237				hypothetical protein
BCPCFBLM_05682	CDS	594				hypothetical protein
BCPCFBLM_05683	CDS	693				hypothetical protein
BCPCFBLM_05684	CDS	2631				hypothetical protein
BCPCFBLM_05685	CDS	126	pqqA			Coenzyme PQQ synthesis protein A
BCPCFBLM_05686	CDS	915	pqqB		COG1235	Coenzyme PQQ synthesis protein B
BCPCFBLM_05687	CDS	753	pqqC	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
BCPCFBLM_05688	CDS	279	pqqD			PqqA binding protein
BCPCFBLM_05689	CDS	1146	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
BCPCFBLM_05690	CDS	1827				hypothetical protein
BCPCFBLM_05691	CDS	1164	dhaT_3	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
BCPCFBLM_05692	CDS	1785	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
BCPCFBLM_05693	CDS	1209	yhhS			putative MFS-type transporter YhhS
BCPCFBLM_05694	CDS	564				hypothetical protein
BCPCFBLM_05695	CDS	357				hypothetical protein
BCPCFBLM_05696	CDS	279	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
BCPCFBLM_05697	CDS	1956	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BCPCFBLM_05698	CDS	921	gltC_5			HTH-type transcriptional regulator GltC
BCPCFBLM_05699	CDS	699	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
BCPCFBLM_05700	CDS	657	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
BCPCFBLM_05701	CDS	1182	phaA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
BCPCFBLM_05702	CDS	1425	atoE		COG2031	Putative short-chain fatty acid transporter
BCPCFBLM_05703	CDS	771	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
BCPCFBLM_05704	CDS	1431				hypothetical protein
BCPCFBLM_05705	CDS	1431	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
BCPCFBLM_05706	CDS	1353	pcaK_4		COG0477	4-hydroxybenzoate transporter PcaK
BCPCFBLM_05707	CDS	639	nagL_2	5.2.1.4		Maleylpyruvate isomerase
BCPCFBLM_05708	CDS	1299				hypothetical protein
BCPCFBLM_05709	CDS	1299	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
BCPCFBLM_05710	CDS	804	kdgR_2		COG1414	Transcriptional regulator KdgR
BCPCFBLM_05711	CDS	903	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
BCPCFBLM_05712	CDS	1968	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
BCPCFBLM_05713	CDS	798	menB_3	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
BCPCFBLM_05714	CDS	1608		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
BCPCFBLM_05715	CDS	1164	mmgC_6	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BCPCFBLM_05716	CDS	405	cueR		COG0789	HTH-type transcriptional regulator CueR
BCPCFBLM_05717	CDS	930	yjiK_3		COG3204	putative protein YjiK
BCPCFBLM_05718	CDS	219				hypothetical protein
BCPCFBLM_05719	CDS	3138	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
BCPCFBLM_05720	CDS	1191	acrE			Multidrug export protein AcrE
BCPCFBLM_05721	CDS	633	ttgR			HTH-type transcriptional regulator TtgR
BCPCFBLM_05722	CDS	225				hypothetical protein
BCPCFBLM_05723	CDS	1362	rkpK_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
BCPCFBLM_05724	CDS	840	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BCPCFBLM_05725	CDS	423				hypothetical protein
BCPCFBLM_05726	CDS	1356	garB	1.8.1.16		Glutathione amide reductase
BCPCFBLM_05727	CDS	1002				hypothetical protein
BCPCFBLM_05728	CDS	393				hypothetical protein
BCPCFBLM_05729	CDS	474	decR		COG1522	DNA-binding transcriptional activator DecR
BCPCFBLM_05730	CDS	300				hypothetical protein
BCPCFBLM_05731	CDS	258				hypothetical protein
BCPCFBLM_05732	CDS	255				hypothetical protein
BCPCFBLM_05733	CDS	1425	norG_4		COG1167	HTH-type transcriptional regulator NorG
BCPCFBLM_05734	CDS	909			COG2375	putative protein
BCPCFBLM_05735	CDS	675	cmoA_2	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
BCPCFBLM_05736	CDS	1659	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
BCPCFBLM_05737	CDS	807				hypothetical protein
BCPCFBLM_05738	CDS	1461				hypothetical protein
BCPCFBLM_05739	CDS	315				hypothetical protein
BCPCFBLM_05740	CDS	711				hypothetical protein
BCPCFBLM_05741	tRNA	77				tRNA-Pro(ggg)
BCPCFBLM_05742	CDS	357				hypothetical protein
BCPCFBLM_05743	CDS	303	ihfA		COG0776	Integration host factor subunit alpha
BCPCFBLM_05744	CDS	2379	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
BCPCFBLM_05745	CDS	1017	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
BCPCFBLM_05746	CDS	357	rplT		COG0292	50S ribosomal protein L20
BCPCFBLM_05747	CDS	195	rpmI		COG0291	50S ribosomal protein L35
BCPCFBLM_05748	CDS	534	infC		COG0290	Translation initiation factor IF-3
BCPCFBLM_05749	CDS	1923	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
BCPCFBLM_05750	CDS	864	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
BCPCFBLM_05751	CDS	327				hypothetical protein
BCPCFBLM_05752	CDS	177				hypothetical protein
BCPCFBLM_05753	CDS	90				hypothetical protein
BCPCFBLM_05754	CDS	288				hypothetical protein
BCPCFBLM_05755	CDS	234				hypothetical protein
BCPCFBLM_05756	CDS	783	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
BCPCFBLM_05757	CDS	222				hypothetical protein
BCPCFBLM_05758	CDS	714	nucM	3.1.21.-	COG2356	Nuclease NucM
BCPCFBLM_05759	CDS	519				hypothetical protein
BCPCFBLM_05760	CDS	231				hypothetical protein
BCPCFBLM_05761	CDS	234				hypothetical protein
BCPCFBLM_05762	CDS	900				hypothetical protein
BCPCFBLM_05763	CDS	318				hypothetical protein
BCPCFBLM_05764	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
BCPCFBLM_05765	CDS	375				hypothetical protein
BCPCFBLM_05766	CDS	330	yqjD_2		COG4575	putative protein YqjD
BCPCFBLM_05767	CDS	198				hypothetical protein
BCPCFBLM_05768	CDS	231				hypothetical protein
BCPCFBLM_05769	CDS	471	eco		COG4574	Ecotin
BCPCFBLM_05770	CDS	387				hypothetical protein
BCPCFBLM_05771	CDS	444				hypothetical protein
BCPCFBLM_05772	CDS	888	yhaJ_4			HTH-type transcriptional regulator YhaJ
BCPCFBLM_05773	CDS	315				hypothetical protein
BCPCFBLM_05774	CDS	1278	oprD_8	3.4.21.-		Porin D
BCPCFBLM_05775	CDS	372				hypothetical protein
BCPCFBLM_05776	CDS	345				hypothetical protein
BCPCFBLM_05777	CDS	210				hypothetical protein
BCPCFBLM_05778	CDS	189				hypothetical protein
BCPCFBLM_05779	CDS	210				hypothetical protein
BCPCFBLM_05780	CDS	696				hypothetical protein
BCPCFBLM_05781	CDS	882				hypothetical protein
BCPCFBLM_05782	CDS	96				hypothetical protein
BCPCFBLM_05783	CDS	582				hypothetical protein
BCPCFBLM_05784	CDS	969	crt_4	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
BCPCFBLM_05785	CDS	483				hypothetical protein
BCPCFBLM_05786	CDS	411				hypothetical protein
BCPCFBLM_05787	CDS	780	yddE_3	5.1.-.-	COG0384	putative isomerase YddE
BCPCFBLM_05788	CDS	267				hypothetical protein
BCPCFBLM_05789	CDS	834	hel		COG2503	Lipoprotein E
BCPCFBLM_05790	CDS	225				hypothetical protein
BCPCFBLM_05791	CDS	171				hypothetical protein
BCPCFBLM_05792	CDS	507				hypothetical protein
BCPCFBLM_05793	CDS	588				hypothetical protein
BCPCFBLM_05794	CDS	438				hypothetical protein
BCPCFBLM_05795	tRNA	77				tRNA-Val(gac)
BCPCFBLM_05796	CDS	1284	puuB_11	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BCPCFBLM_05797	CDS	957	yfdC		COG2116	Inner membrane protein YfdC
BCPCFBLM_05798	CDS	978				hypothetical protein
BCPCFBLM_05799	CDS	399				hypothetical protein
BCPCFBLM_05800	CDS	345				hypothetical protein
BCPCFBLM_05801	CDS	342				hypothetical protein
BCPCFBLM_05802	CDS	660				hypothetical protein
BCPCFBLM_05803	CDS	1800				hypothetical protein
BCPCFBLM_05804	CDS	558				hypothetical protein
BCPCFBLM_05805	CDS	219				hypothetical protein
BCPCFBLM_05806	CDS	468				hypothetical protein
BCPCFBLM_05807	CDS	1239	cpg2	3.4.17.11		Carboxypeptidase G2
BCPCFBLM_05808	CDS	1596				hypothetical protein
BCPCFBLM_05809	CDS	1080				hypothetical protein
BCPCFBLM_05810	CDS	93				hypothetical protein
BCPCFBLM_05811	CDS	378				hypothetical protein
BCPCFBLM_05812	CDS	291				hypothetical protein
BCPCFBLM_05813	CDS	597				hypothetical protein
BCPCFBLM_05814	CDS	1035				hypothetical protein
BCPCFBLM_05815	CDS	384				hypothetical protein
BCPCFBLM_05816	CDS	348				hypothetical protein
BCPCFBLM_05817	CDS	264				hypothetical protein
BCPCFBLM_05818	CDS	264				hypothetical protein
BCPCFBLM_05819	CDS	369				hypothetical protein
BCPCFBLM_05820	CDS	1857				hypothetical protein
BCPCFBLM_05821	CDS	381				hypothetical protein
BCPCFBLM_05822	CDS	225				hypothetical protein
BCPCFBLM_05823	CDS	1350				hypothetical protein
BCPCFBLM_05824	CDS	6297				hypothetical protein
BCPCFBLM_05825	CDS	639				hypothetical protein
BCPCFBLM_05826	CDS	1830				hypothetical protein
BCPCFBLM_05827	CDS	543				hypothetical protein
BCPCFBLM_05828	CDS	279				hypothetical protein
BCPCFBLM_05829	CDS	393				hypothetical protein
BCPCFBLM_05830	CDS	480				hypothetical protein
